name,brand,categories,primaryCategories,reviews_date,reviews_text,reviews_title,sentiment
"Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum",Amazon,"eBook Readers,Fire Tablets,Electronics Features,Tablets,Amazon Tablets,College Ipads & Tablets,Electronics,Electronics Deals,College Electronics,Featured Brands,All Tablets,Computers & Tablets,Back To College,Amazon Devices,Tablets & E-Readers","Office Supplies,Electronics",2016-08-18T00:00:00.000Z,"['tablet', 'much', 'easier', 'use', 'fire', 'great', 'reading', 'eatching', 'movies']",Great product,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-11-25T00:00:00.000Z,"['little', 'set', 'amazon', 'helpful', 'setting', 'functions', 'clear', 'pictures', 'easy', 'use', 'take', 'pictures', 'ways']",Works exactly as described,positive
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2017-05-18T00:00:00.000Z,"['daughter', 'loves', 'loves', 'books', 'read']",We love the books that you can read.,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-31T00:00:00.000Z,"['looking', 'cost', 'effective', 'solution', 'satisfy', 'childrens', 'desires', 'smartphone', 'play', 'gamesi', 'like', 'parental', 'controls', 'limit', 'certain', 'actions', 'downloads']",Great distraction for younger children,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-06T00:00:00.000Z,"['making', 'home', 'smart', 'adding', 'echo', 'great', 'convenient']",Easy and fun!,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-01T00:00:00.000Z,"['fun', 'music', 'ready', 'voice', 'command', 'use', 'amazon', 'unlimited', 'nearly', 'everything', 'good', 'view', 'recipes', 'allrecipes', 'keep', 'kitchen', 'reference', 'musical', 'ambience', 'video', 'good', 'youtube', 'functionality', 'would', 'nice', 'regular', 'tv', 'though', 'probably', 'providers', 'nice', 'photo', 'background', 'lastly', 'lyrics', 'screen', 'music', 'played']",Just love it!!,positive
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2018-05-17T00:00:00.000Z,"['love', 'read', 'nt', 'space', 'keep', 'collection', 'books', 'kindle', 'best', 'worlds', 'enjoy', 'reading', 'good', 'book', 'without', 'find', 'shelf', 'space', 'store', 'later']",Great for my purpose,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-03-21T00:00:00.000Z,"['bit', 'reluctant', 'jump', 'alexa', 'wagon', 'donaot', 'know', 'awesome', 'still', 'figuring', 'things', 'many']","Late to the game, but love it!",positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-04-03T00:00:00.000Z,"['protective', 'rubber', 'guard', 'works', 'well', 'easy', 'parental', 'controls']",Perfect for kids,positive
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2017-11-17T00:00:00.000Z,"['especially', 'like', 'amazon', 'system', 'convert', 'pdf', 'kindle', 'format', 'things', 'read', 'journal', 'articles', 'pdf', 'format', 'email', 'kindle', 'email', 'shows', 'kindle', 'kindle', 'format', 'larger', 'text', 'find', 'kindel', 'email', 'account', 'information', 'thing', 'would', 'like', 'screen', 'little', 'larger']",Can convert pdf to kindle format,positive
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2016-08-19T00:00:00.000Z,"['great', 'little', 'device', 'easy', 'connect', 'bluetoothdecent', 'sound']",Easy small decent sound,positive
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-01-23T00:00:00.000Z,"['basic', 'tablet', 'perfect', 'good', 'price', 'need']",Great tablet,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-01T00:00:00.000Z,"['bought', 'christmas', 'gift', 'therefore', 'review']",Bought as a gift.,positive
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-11-15T00:00:00.000Z,"['good', 'use', 'read', 'books', 'lightthe', 'price', 'lower', 'website']",Good,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-27T00:00:00.000Z,"['sales', 'associate', 'knowledgeable', 'enough', 'lead', 'right', 'direction', 'purchasing', 'product', 'thataos', 'compatible', 'motheraos', 'arlo', 'security', 'cameras', 'works', 'great']",Echo Show for mom,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-05T00:00:00.000Z,"['truly', 'love', 'item', 'amszing', 'good']",great,positive
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2016-12-24T00:00:00.000Z,"['nt', 'used', 'kindle', 'kindle', 'made', 'job', 'properly', 'sleek', 'lightweight', 'sturdy', 'love', 'putting', 'bag', 'taking', 'wherever', 'go', 'case', 'get', 'chance', 'read', 'like', 'says', 'description', 'download', 'books', 'read', 'anywhere', 'nt', 'need', 'wifi', 'read', 'battery', 'life', 'great', 'matted', 'screen', 'make', 'font', 'big', 'small', 'want', 'side', 'screen', 'small', 'get', 'much', 'flip', 'screen', 'also', 'brightness', 'controller', 'screen', 'read', 'light', 'honestly', 'love', 'kindle', 'job', 'nt', 'want', 'anything', 'get', 'fancier']",Simple and Easy To Use,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-04-18T00:00:00.000Z,"['product', 'convenient', 'day', 'nt', 'want', 'get', 'helps']",I love this so much,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-01-18T00:00:00.000Z,"['kids', 'love', 'amazon', 'kindles', 'take', 'anywhere', 'play', 'great', 'battery', 'life']",Kids love it!,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-18T00:00:00.000Z,"['like', 'idea', 'builtin', 'hub', 'control', 'smart', 'home', 'devices', 'get', 'themsound', 'quality', 'marginally', 'better', 'nt', 'buy', 'echos', 'audiophiles', 'background', 'music', 'perfect', 'thatmy', 'complaint', 'date', 'accounts', 'home', 'amazon', 'echo', 'must', 'one', 'makes', 'frustrating', 'user', 'particularly', 'playing', 'configuring', 'music', 'play', 'rooms']",Nice Update in Additional Original Echo,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-02-04T00:00:00.000Z,"['perfect', 'educational', 'games', 'protective', 'case', 'sold']",Great tablet for toddler,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-02-21T00:00:00.000Z,"['great', 'product', 'easy', 'set', 'use']",love it,positive
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-08-26T00:00:00.000Z,"['good', 'picture', 'sound', 'quality', 'handy', 'size', 'meets', 'needs']",Good picture and sound quality,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-12T00:00:00.000Z,"['love', 'whole', 'family', 'likes', 'ask', 'questions']",Great,positive
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2017-01-23T00:00:00.000Z,"['excellent', 'reader', 'product', 'price', 'easy', 'use']",Excellent Product For The Price,positive
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-01-16T00:00:00.000Z,"['bought', 'tablet', 'son', 'great', 'battery', 'life', 'shipped', 'fast', 'great', 'value']",Great tablet,positive
"Fire Tablet with Alexa, 7"" Display, 16 GB, Magenta - with Special Offers",Amazon,"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2016-06-24T00:00:00.000Z,"['bought', 'fire', 'wife', 'replace', 'one', 'got', 'accidently', 'brokengreat']",Great product,negative
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2016-09-23T00:00:00.000Z,"['bad', 'novelty', 'alexa', 'might', 'well', 'get', 'echo', 'sound', 'bad', 'audiophile', 'might', 'good', 'echo', 'dots', 'come', 'worth', 'better', 'bluetooth', 'speakers']",It's a speaker,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-27T00:00:00.000Z,"['alexa', 'really', 'amazes', 'learns', 'new', 'skills', 'everyday']",Unique AI intelligence,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-18T00:00:00.000Z,"['yes', 'itaos', 'little', 'glitchy', 'sometimes', 'useful', 'fun', 'iaom', 'hoping', 'time', 'amazon', 'continue', 'improve', 'errors', 'alexa', 'contacting', 'customer', 'service', 'doesnaot', 'seem', 'like', 'amazon', 'interested', 'learning', 'problems', 'need', 'fixing', 'though']",Love it,positive
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-09-19T00:00:00.000Z,"['purchased', 'daughter', 'could', 'read', 'online', 'books', 'perfect', 'size']",Nice tablet,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-18T00:00:00.000Z,"['got', 'kid', 'loves', 'amazon', 'free', 'time', 'prime', 'well', 'worth', 'money']",It's great,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2017-12-22T00:00:00.000Z,"['show', 'works', 'great', 'products', 'love']",Great,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-21T00:00:00.000Z,"['originally', 'purchased', 'use', 'bluetooth', 'speaker', 'wife', 'music', 'soon', 'realized', 'would', 'use', 'much', 'thought', 'ya', 'turning', 'lights', 'good', 'able', 'dim', 'included', 'bulb', 'pretty', 'great', 'hundreds', 'smart', 'home', 'type', 'apps', 'work', 'including', 'sony', 'google', 'tv', 'show', 'regularly', 'makes', 'almost', 'easy', 'lazy']",More Uses Than I Thought,positive
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-01-14T00:00:00.000Z,"['alexa', 'go', 'works', 'bluetooth', 'speaker', 'comparable', 'phone']",Works great.,negative
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-23T00:00:00.000Z,"['bought', 'daughter', 'instead', 'ipad', 'works', 'well', 'love', 'amazon', 'underground', 'app', 'store', 'battery', 'life', 'nt', 'seem', 'last', 'long', 'older', 'ipads', 'easy', 'enough', 'though', 'child', 'use']",Excellent tablet for the money,positive
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-01-23T00:00:00.000Z,"['super', 'easy', 'connect', 'via', 'bluetooth', 'great', 'sound', 'fun', 'use']",Great Gift,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-22T00:00:00.000Z,"['well', 'bought', 'lark', 'surprise', 'using', 'day', 'long', 'get', 'news', 'alerts', 'check', 'weather', 'listen', 'music', 'works', 'well', 'even', 'understands', 'relatively', 'heavy', 'southern', 'accent']",Surprise,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2017-12-20T00:00:00.000Z,"['several', 'around', 'house', 'love', 'playing', 'music']",Great product,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-15T00:00:00.000Z,"['kind', 'hard', 'adding', 'smart', 'items', 'itaos', 'nice', 'talk', 'get', 'computer', 'smart', 'phone', 'control']",Echo plus is a plus,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2017-12-22T00:00:00.000Z,"['bought', 'gift', 'husband', 'constantly', 'asking', 'alexa', 'questions', 'everything', 'love', 'listening', 'music', 'well']",Excellent Gift,positive
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2017-01-07T00:00:00.000Z,"['sleek', 'design', 'colors', 'available', 'small', 'kids', 'good', 'tablet', 'nice', 'price', 'useful']",ok tablet for a small child,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-02-25T00:00:00.000Z,"['bought', 'amazon', 'echo', 'show', 'dad', 'set', 'accounts', 'access', 'music', 'pictures', 'wrote', 'sample', 'list', 'commands', 'could', 'use', 'loves', 'excellent', 'product', 'end', 'features', 'set']",Excellent Product and lot's of fun.,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-08T00:00:00.000Z,"['thing', 'cool', 'lot', 'neat', 'things', 'show', 'hope', 'add', 'functionality', 'alexa', 'though']",Alexa is my new girlfriend.,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-16T00:00:00.000Z,"['love', 'case', 'table', 'works', 'well', 'easy', 'download', 'game', 'apps', 'life', 'battery', 'great', 'battery', 'fully', 'charged', 'last', 'hours']",great tablet for my 5 year old grandson,negative
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2017-01-16T00:00:00.000Z,"['used', 'ipads', 'house', 'taken', 'learning', 'get', 'used', 'slightly', 'different', 'format', 'works', 'great', 'price', 'point', 'perfect', 'kids', 'use', 'without', 'worry']",Nice product for the price,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-09-30T00:00:00.000Z,"['bought', 'year', 'old', 'grandson', 'loves', 'good', 'learning', 'tool', 'along', 'great', 'fun']",Great tablet,positive
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-11-18T00:00:00.000Z,"['purchased', 'gift', 'grandfather', 'excited', 'opened', 'get', 'great', 'use', 'doors', 'winter']",Gift,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-02-16T00:00:00.000Z,"['really', 'like', 'product', 'son', 'got', 'us', 'alexa', 'show', 'christmas', 'wanted', 'one', 'would', 'turn', 'lights', 'items', 'purchased', 'bridge', 'use', 'phillips', 'hue', 'lights', 'works', 'great', 'show', 'kitchen', 'echo', 'bedroom', 'love', 'great', 'built', 'speaker', 'play', 'music', 'rooms', 'time']",Nice Product,positive
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-03-30T00:00:00.000Z,"['one', 'last', 'two', 'years', 'went', 'daughter', 'loves']",Does the job,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-04-21T00:00:00.000Z,"['price', 'almost', 'impulse', 'buy', 'wanted', 'tablet', 'upcoming', 'trip', 'watch', 'movies', 'read', 'etc', 'price', 'point', 'made', 'decision', 'really', 'easy', 'used', 'ipad', 'fire', 'hd', 'little', 'disappointing', 'costs', 'considerably', 'less', 'fit', 'needs', 'felt', 'slugginess', 'several', 'instances', 'needing', 'reboot', 'get', 'certain', 'apps', 'work', 'correct', 'go', 'understanding', 'nt', 'ipad', 'replacement', 'fit', 'bills', 'let', 'say', 'trip', 'purchased', 'ipad', 'pro', 'item', 'likely', 'handed', 'one', 'children', 'amazon', 'prime', 'get', 'nice', 'perks', 'make', 'really', 'nice', 'item']",Great for the price,positive
